PERFDUMP,FP,1.9-1623,40,40,3,64,224,224,7,7,2,3,3,0.02293,411.74,256982.293009,256982.293026,0.000015,7.308892,0.000000,6.104335,0.000000
PERFDUMP,FP,1.9-1623,40,40,64,256,56,56,1,1,1,0,0,0.015622,263.11,170089.987172,170089.987172,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,40,40,64,64,56,56,1,1,1,0,0,0.0028092,365.8,42627.287943,42627.287943,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,40,40,64,64,56,56,3,3,1,1,1,0.0073496,1258.4,126516.474405,126516.474464,0.000024,2.990503,0.000000,2.208143,0.000000
PERFDUMP,FP,1.9-1623,40,40,256,64,56,56,1,1,1,0,0,0.018842,218.15,84980.782117,84980.782117,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,40,40,256,512,56,56,1,1,2,0,0,0.042789,192.12,170376.354035,170376.354035,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,40,40,256,128,56,56,1,1,2,0,0,0.019482,105.49,42652.916993,42652.916993,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,40,40,128,128,28,28,3,3,1,1,1,0.0069971,1321.7,88219.475605,88219.475547,0.000028,3.064498,0.000000,3.016737,0.000001
PERFDUMP,FP,1.9-1623,40,40,128,512,28,28,1,1,1,0,0,0.0050212,818.61,120492.474354,120492.474354,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,40,40,512,128,28,28,1,1,1,0,0,0.0067622,607.85,60535.610405,60535.610405,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,40,40,512,1024,28,28,1,1,2,0,0,0.014421,570.06,120761.579085,120761.579085,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,40,40,512,256,28,28,1,1,2,0,0,0.0033944,605.46,30177.846291,30177.846291,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,40,40,256,256,14,14,3,3,1,1,1,0.0070714,1307.9,60786.961955,60786.961934,0.000033,13.454249,0.000000,13.443761,0.000001
PERFDUMP,FP,1.9-1623,40,40,256,1024,14,14,1,1,1,0,0,0.0035185,1168.2,85387.500819,85387.500819,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,40,40,1024,256,14,14,1,1,1,0,0,0.0034666,1185.7,42650.214501,42650.214501,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,40,40,1024,2048,14,14,1,1,2,0,0,0.0098544,834.23,85462.517765,85462.517765,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,40,40,1024,512,14,14,1,1,2,0,0,0.0024065,854.03,21344.426009,21344.426009,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,40,40,512,512,7,7,3,3,1,1,1,0.0078853,1172.9,40709.463170,40709.463128,0.000036,0.557614,0.000000,0.415624,0.000001
PERFDUMP,FP,1.9-1623,40,40,512,2048,7,7,1,1,1,0,0,0.0038693,1062.3,60327.146411,60327.146411,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,40,40,2048,512,7,7,1,1,1,0,0,0.0038752,1060.7,30196.770619,30196.770619,0.000000,0.000000,0.000000,0.000000,0.000000
